submission_id,feedback,program_name,assignment_name,created_at
434,Lindsay Graves #: 773-425-6385 (I removed it from the notes since those go public - ID).,Chicago,Board of Commissioners,2019-03-20 19:31:29.55546+00
433,"There were a lot of complaints about a lack of accountability and communication on behalf of the board. They gave us all a report which included where the CHA was spending their money. I think looking into the voucher program and who benefits would be a great story to investigate. There were also many complaints of tenants being abused by the management, and a lack of oversight. Eugene Jones said he would look into the complaints and provide a written report.",Chicago,Board of Commissioners,2019-03-20 18:02:37.189685+00
430,"An agenda was available at the meeting.  I had not been able to find it on the website before the meeting, but I have found it afterward and am uploading it.  We were told that all of the presentations will be able online, but I have not been able to find them yet.  I did get the impression that the Land Bank is media friendly.  A lady introduced herself to me as some kind of media liaison for the Land Bank.  She is Caroline Wellford, and her email is caroline@cstrategiesllc.com.  Anybody covering the Land Bank would be well-advised to contact her first.",Chicago,CCLBA Board of Directors Meeting,2019-03-16 10:38:09.369256+00
429,"Since most visits were to a school there was a process that must be followed. Generally, we met security near the entrance who was the first gatekeeper. After giving our spiel we were directed to the office. The office person would generally direct us to the Clerk or take our flyer. Making sure to reach out to the school beforehand with the intent on explaining City Bureau would allow the conversation to progress to building rapport. I found asking about what issues they cared about a tough question to get a response from; we were referred to reach out to the principals through email to get the Public Newsroom in their newsletter. 

With the business of the school, especially figuring out the best time to come, finding the perfect time to visit wasn't easy. During Afterschool programming speaking with more of the staff seemed much easier during school time, though it was still a very busy moment of the school day. Suggesting the best time and knowing who would be the ideal person at the school to speak with would have been strong support for any documenter.

Creating a ""spiel"" would be nice. Mine went as follows: "" Hi! My name is Cordell Longstreath and I am with City Bureau. We are a local Civic Journalism Lab on 6100 Dorchester that's mission is to democratize journalism by offering free and paid training programs. Our Public Newsroom, a free weekly training, is coming up on its 100th Newsroom and we are looking to celebrate with the community. This event will have musical guests, TV Legend Chic-a-Go-Go, Poet Eve Ewing, Cake, a costume party, and activity for all ages. I'm stopping by to invite the community to our free event to come and celebrate with us. "" This is before my ask and not including moments that I used to build rapport. Obviously, not every street team assignment will be specific to that pitch, but building a framework for this outreach aspect could really ease the tension of doing outreach.",Chicago,PN100: Street Team Flyering,2019-03-15 19:52:48.750684+00
428,"Additional Information overall:

It was at times hard to hear although there was a microphone at the podium.
Where do notetakers upload photos?
CCLBA experienced technical difficulties but continued to share about the selection process
An agenda was provided but no other materials.
If there's no Wi-Fi available (as was the case today) then it takes longer for notetakers to cut, paste, complete checklists, add links, etc.  Unless I'm just slow--I found 1.5 hours to be inadequate.
Have a place to indicate whether there are easily accessible outlets, wifi etc. at the locations (since they are recurring). Laptops and phone batteries die (especially with legacy systems) so it's good for documenters to have backup power or otherwise be prepared.",Chicago,CCLBA Board of Directors Meeting,2019-03-15 19:20:55.542659+00
425,I thought it was interesting that the number of provisional ballots cast dropped dramatically; it might be worth digging into reasons for that and seeing if the Board of Election Commissioners' Communications Director was right in his assessment of the cause.,Chicago,Electoral Board,2019-03-13 21:42:53.982057+00
423,"Just a quick note: protestors blocked the elevators (the ones that go to the first to seventh floor), which threw me off for a minute but I got to the meeting on time (I ended up using the stairs on the first floor, which are usually locked -- they're usually an exit, not an entrance).",Chicago,Commission,2019-03-13 01:39:23.740713+00
422,Routine assignment here.,Chicago,Local Panel Meeting,2019-03-12 23:11:29.902991+00
421,"Arrive early to interview residents/concerned citizens in hall lobby. Audio/video record if possible. Be prepared to answer questions about a Press Pass to Security. Not all Committee present, nor did I hear a roll call. I question the ""quorum"" at this meeting, as I did not see 18 members, or what constitutes a quorum.",Chicago,Committee on Human Relations,2019-03-12 18:54:34.153283+00
420,"Arrive a little earlier to get feedback, pro &amp; con from residents in hall lobby before the meeting. Audio and or video tape residents in hall. Know who the Board members are on committee and if they are present for roll call, as some Aldermen come in late or leave during proceedings. Define ""a Quorum"". Is a resident able to ask for a quorum or just The Board/Aldermen?",Chicago,"Committee on Zoning, Landmarks and Building Standards",2019-03-12 18:28:21.09735+00
419,The security told us we weren’t allowed to Ben there without a press pass at the end of the meeting which was not correct,Chicago,Committee on Finance,2019-03-12 15:18:40.148806+00
418,"As India already knows, this meeting was actually cancelled last minute, so I didn't end up being able to live-tweet. She said I should submit this form for a kill fee.",Chicago,Bronzeville  Community Action Council,2019-03-12 01:45:28.110175+00
417,At the end of the meeting we had an issue with the security guard questioning our right to cover the meeting from the gallery. I have already spoken about this with India.,Chicago,Committee on Finance,2019-03-11 20:18:47.720348+00
415,"The matter that received the most amount of attention, the restructuring of a loan as a result of the sale of three properties by NHS Redevelopment Corporation to Villa Capital Partners, was really technical.  I would not have been able to say anything about it at all had I not recorded it.  This is an example of a meeting that requires the documenter to rely on a mentor.  That would be the general counsel of the Trust Fund, Jason Sethen, whom I plan on sharing my report with to make sure I have not made any serious errors.",Chicago,Allocations Committee,2019-03-11 04:23:58.634873+00
414,"Items 19 should be further looked into to see who the second LLC is and what the violations are. Item 28 House Bill 2624 should be follow-up, it seem to be attached to a health bill.",Chicago,Board of Commissioners,2019-03-09 05:33:22.740717+00
412,"I had a meaningful interaction with a public commenter during an intermission after he had spoke. I thought about asking some follow-up questions of other commenters but had a hard time weighing that vs staying attentive to the current speakers or the alderman. Any guidance on how to make that decision would be really helpful to me, and maybe others in the future.",Chicago,"Committee on Zoning, Landmarks and Building Standards",2019-03-08 18:21:03.667835+00
410,"As recommended, I wanted to get in touch beforehand with Nathan (my fellow Documenter on this project) but I didn't see his information listed in the assignment (I saw only his name in the assignment email I received). We did end up finding each other a few minutes before the event started, and as a new Documenter it was very nice to be on assignment with someone experienced. He suggested introducing ourselves to the guy running sound and video, which was a good tip. Nathan and I were able to work together collaboratively, filling in a gap here, answering a question for the other there, and taking ample photos between the two of us. 

Directions provided were correct, but at the meeting itself I did feel a little bit lost at points. Maybe that's to be expected at first. I'm not accustomed to attending board meetings, and at times found the language and process to be somewhat difficult to follow. I'm sure that will become clearer with time and practice. But it was a little more challenging to take good, detailed notes on 1.5 hours of information from two dozen speakers, when I wasn't entirely sure about the significance of each little thing happening. I would also note that most of the speakers were poorly mic'd at this event, and/or were not properly speaking into them (or at times not turning them on when speaking). Fortunately I met both the assistant board secretary and the deputy chief of staff, who offered to answer any questions we might have later on. 

Doing this for the first time, the pre-research and post-meeting writing of meeting notes took quite a bit longer than the allotted 1.5 hours. Partly that's because I struggled to discern how to pare the information down to 3 pages. I'm sure I will be able to streamline the process now that I have done it, but for me this first assignment was a full day of work. One note unrelated to this particular assignment: in looking through the field guide I noticed one of the links is bad. On the ""On Assignment - Web Research"" page, the link to elections.il.gov needs to be corrected (it came up as a 404 error). Otherwise the guidance provided beforehand (at training and in the online field guide) was quite helpful.",Chicago,Committee on Academic Affairs and Student Services,2019-03-08 00:24:08.936089+00
408,"They reorganized the meeting because the chancellor, Juan Salgado, was late. Other board members trickled in late as well. Helpful tips: talk to the IT guy if possible for WiFi. Also, the space-age entry gates on the first floor open automatically, which is not is intuitive as it should be (or perhaps I am a bit of a klutz--equal likelihood). Notably, they glossed over the sale of their old HQ. After the meeting, Asst Board Sec Ashley Kang explained that they were running around handing off the mic to each other at the meeting because they still weren't used to their new building and the configuration of their new meeting room (I may be mistaken, but I believe she referred to it as a ""tear-down""). I found it helpful to read up on the board members beforehand; Massey in particular has an impressive background. More broadly, it's interesting to see City Colleges of Chicago trying to work out its identity at a time when many fundamental assumptions about the nature, purpose, and financing of higher education are coming under scrutiny. One telling statistic that was also somewhat glossed over: of 100,000 alumni, they were only able to identify 150 potentially capable of donating 5K or more. CCC seems to have made strides, but not long ago, it had a graduation rate below 10%. Over the next ten to twenty years, it will be interesting to see if the system's current strategy yields dividends for students.

I've attached several photos. The system doesn't seem to want to let me attach any more; they can be found in my Twitter thread. Let me know if you'd like me to attach them or send them to you.",Chicago,Committee on Academic Affairs and Student Services,2019-03-07 22:13:03.615175+00
407,"In my report, I did not have space to discuss individuals who made public comments.  I did record most of them, and picked up most of their names.  I also filed a FOIA request for the names and affiliations of those members of the public who spoke. On March 1, I received a note from DPD that they seek an extension on my request.  I think we should gather such information since many public commentators show up at different meetings.",Chicago,Commission,2019-03-02 07:21:30.635359+00
406,I think a survey of the current website should be made to be compared too at a future date.,Chicago,Outreach Committee,2019-03-01 16:43:14.926774+00
405,"This meeting dealt with the CPS formula for ideal class size. It's a reason they might use for closing ""under-utilized"" schools in the future.",Chicago,Hyde Park-Kenwood  Community Action Council,2019-03-01 16:21:17.057087+00
404,"The highlight of the meeting was approval of the controversial Joint Public Safety Training Academy Project, which both mayoral candidates want to delay, at least.   But its passage at today's meeting felt scripted.  What was strange or wrong is that for at least the last hour of the meeting, only two committee members were present, far short of a quorum, and all the routine business passed without any questions, and the comments from the public (mostly Mr. Blakemore) were totally ignored.  On local zoning changes, once the alderman approves it, end of story unless there is a large protest, and even then it usually passes without debate.",Chicago,"Committee on Zoning, Landmarks and Building Standards",2019-03-01 14:28:09.202288+00
402,"I had trouble with my recording device so, unfortunately, had to make two recordings.",Chicago,North Lawndale Community Action Council,2019-03-01 00:17:10.57572+00
401,"This meeting was incredibly lengthy, so I did my best to condense the commentary into a couple of sections, and use examples that best expressed the general sentiment of the public. Let me know if there's anything that needs fleshing out or additional explanation.",Chicago,Board of Education,2019-02-28 20:38:23.320221+00
400,"Just to explain why I marked the ""should be further covered by local media"" box, I think following the development of the  proposed STEAM academy would be worthwhile, as would some of the other initiatives being done by the North Lawndale Community Coordinating Council.",Chicago,North Lawndale Community Action Council,2019-02-28 13:35:23.334919+00
399,"A lot of the work that goes into these meetings happens in advance at the sub-committee level. Having someone attend those may give a better sense of each proposal. I suspect EDAC members may press tax incentive seekers harder at the sub-committee level. At the full committee the proposal has already been recommended for approval and is therefore championed by a lot of the members present, as they ask leading questions of the applicants for positive details they may have left out of their presentation.",Chicago,Economic Development Advisory Committee (EDAC) Meeting,2019-02-28 05:47:08.581349+00
396,"It would be good to make sure Documenters at future Board of Education meetings know they can simply go in as media without registering as an observer. 

Several things came up at the meeting that might be worth following up on for articles in the future. Speakers at the meeting raised concerns about how CPS is making changes to special education going forward after the investigation last year, but said it hasn't done almost anything to repair harm done to students in the past. Some raised serious concerns about George Washington Elementary School's building; it might be worth following that to see what CPS does, and on what timeline. Also, the Local School Council and students at King College Prep are lobbying hard to get Principal Melanie Beatty-Sevier dismissed, and the boundary change for Cooper and Orozco and the closure of TEAM Englewood passed without public discussion or fanfare.",Chicago,Board of Education,2019-02-27 21:35:59.005468+00
395,"The other materials they gave us included the minutes from last month's meeting as well as a document that details the two census grants (""Census Participation Grants"" and ""Immigration Community Assitance Grants"") and how to apply for the grants.",Chicago,Complete Count Commission,2019-02-27 01:26:51.221479+00
394,The meeting was very informative. All visitors have to pass though metal detectors before entering the meeting room.,Chicago,Board of Commissioners,2019-02-25 09:07:31.531877+00
392,Since I am not familiar with some of the jargon. When the meeting began I had trouble understanding what was being discussed.,Chicago,Finance Committee Meetings,2019-02-23 15:52:20.811724+00
391,"One thing - Kevin and I were both trying to figure out the name and title of a woman who spoke a lot during the meeting. She seemed to work with the MWRD but was not a commissioner. She was the one who said to a board member that ""a contract is a contract,"" etc. She was not sitting with the board but was in the audience area restricted for MWRD employees and had a microphone. Anyway, Kevin went to find out her name and title after the meeting, and I followed along to find out too, but she wouldn't tell us either. We were courteous and she was as well, but just wouldn't tell us who she was. Thought that was kind of odd. Nothing else weird, and everyone else was very courteous and willing to tell us who they were.",Chicago,Board of Commissioners,2019-02-22 18:04:19.801369+00
389,"I was surprised that there wasn't an easily accessible place, online or on the meeting agenda, where the names of commission members could be found. As I was live-tweeting, it was difficult to hear the names of the officials and I wasn't able to search for them while trying to follow the proceedings.",Chicago,Commission,2019-02-21 23:22:39.248573+00
388,Everything went pretty smoothly!,Chicago,Human Resources Committee Meetings,2019-02-20 19:59:28.21623+00
387,"I was on the balcony for the first half of this meeting, so it was difficult for me to get a head count but the second floor was full. As for the third floor, where the balcony is, it almost nearly well. The number I put for the number of attendees is a guess — I apologize for that — and I would put more credence into Dave's numbers. If that's an issue, I could perhaps contact City Hall for an estimate of the total number of seats and base my guess off of it.

The meeting also lasted about 5 hours, and I didn't quite make until 6 pm (along with plenty of other people from the public, unfortunately).

It was peculiar to me that so many of the people speaking during public comment were contractors or consultants — who have already worked with Sterling Bay or may work with them going forward — it's almost like they packed the public comment part of the meeting.

I should also note that there was some protest from the public, but not much because folks would have been thrown out. Some of the commissioners were a little rude to members of the public, often being short with them or threatening that they would be kicked out if they spoke out of order.",Chicago,Commission,2019-02-20 02:04:02.020742+00
386,I'm really sorry the thread is so minimal. There wasn't really a schedule to the meeting and the discussion was primarily conversational. I wish more had been discussed. I ensure I would have had a lot more meaningful tweets if that were the case.,Chicago,Far South  Community Action Council,2019-02-20 01:16:27.603608+00
384,"Daniel Wolk got permission from someone to sit in the press box, which afforded us a better view of the board and speakers than those sitting in the audience, as well as convenient access to outlets. If it isn't a packed meeting it sounds like they're pretty open to Documenters doing this without any press passes.",Chicago,Board of Appeals,2019-02-18 18:21:44.206004+00
382,Surveys completed for wards 46-50.,Chicago,Remote Special Assignment: Ward Web Audit,2019-02-18 09:30:14.596771+00
381,"The meeting in some ways felt like less of a public meeting than of local bosses holding court for petitioners.  Nobody came strictly to observe besides the two of us and a journalist from the BGA, Casey Toner, who actually had come because of a case concerning his immediate neighborhood.  It may not have been very significant policy-wise, but it offered a better window to the public into how City government operates than almost any other public meeting that I have been.  It does amaze me how badly City Council is set up.  When you sit in the press box, it is really hard to hear people, and if you sit in the gallery, you cannot see any of the parties to the proposals.  Hearing the participants at this meeting was particularly difficult because so many of them mumbled, or spoke to members of the Board as if it was a private conversation, not intended for the public's ears.",Chicago,Board of Appeals,2019-02-18 05:10:29.042788+00
380,They requested that we brought a press pass.,Chicago,Board of Appeals,2019-02-16 01:03:45.723009+00
379,"1. I wanted the ability to review the audit entries before starting the work. We could have gotten this via either (a) a textual version of the entries, or (b) the ability to page thru all the forms without entering content.
2. I wanted the ability to edit audits for wards I'd already completed--as I learned things from later wards that would have informed my inputs to earlier wards.
3. While I think I understand the motivation behind City Bureau's use of the term ""alderperson,"" the municipal code (and all official city records) refer to city council members as ""aldermen."" Promulgating a factually inaccurate term among Documenters seems to me, from a reporting standpoint, not a good idea.",Chicago,Remote Special Assignment: Ward Web Audit,2019-02-15 19:39:58.115954+00
378,Lack of water fountains and place for public to sit and wait during executive session.,Chicago,Electoral Board,2019-02-15 05:52:13.048764+00
376,The public comment portion was restricted to those who had submitted a request 2 hours prior to the meeting. This is in contrast to other public meetings that allow for the public to sign up to comment at the meeting itself,Chicago,PBC Board Meeting,2019-02-14 21:16:50.687585+00
375,This assignment showed the different sources of votes that each alderman catered too. I think that the wards and alderman are institutionally vital to representing communities at on the municipal level. The nature of the alderman is representing the people of each area to the utmost. The trend I saw of individual alderman setting up their own web page seemed redundant. I feel the digital infrastructure of wards and the role of alderman should be archived and public,Chicago,Remote Special Assignment: Ward Web Audit,2019-02-14 21:12:56.207993+00
374,"The agenda was made available, but that’s the only background info made available to the public. Everything else (I.e., press releases about projects discussed in the meeting) was available, but only through a google search. I’ll also note that the meeting started one minute late. Technically, that’s not on time, but it was close enough where I felt like it was OK.",Chicago,PBC Board Meeting,2019-02-14 20:51:34.742591+00
373,"The reason why I selected that something felt strange about this meeting is that they rearranged the agenda and took an ""executive session"" for over an hour about ten minutes after the meeting started.

Also, it's worth noting that most of the people who showed up for the meeting at the beginning had left during the long executive session.

Thank you and happy Valentine's Day! <3",Chicago,Electoral Board,2019-02-14 19:46:31.558532+00
372,"No, I believe it was pretty straightforward. Everything should be available in the notes.",Chicago,Board of Commissioners,2019-02-14 15:31:59.468476+00
371,Different wards had different information. Some wards provided newsletters and kept up to date websites. Other wards had more up to date social media.,Chicago,Remote Special Assignment: Ward Web Audit,2019-02-14 05:46:13.961471+00
370,"If relevant, I found online another organization I wanted to add to my survey of the 11th ward: http://bridgeportalliance.blogspot.com/
-For the 12th ward survey, I found it may be more inclusive to also provide links to: https://mckinleyparkdevelopmentcouncil.org/ (and) https://southsideweekly.com/south-side-elections-ward-by-ward-aldermanic-races/#12th-ward",Chicago,Remote Special Assignment: Ward Web Audit,2019-02-14 04:49:54.624307+00
369,I added a few notes to my Twitter thread submission.,Chicago,Board of Commissioners,2019-02-14 02:43:19.113847+00
366,This assignment was fun and open my eyes to just how much the city is divided in resources opportunities.,Chicago,Remote Special Assignment: Ward Web Audit,2019-02-14 00:09:36.701254+00
364,"During public comment, I felt it helpful to sit to the side of the public-comment microphone so I could photograph speakers. Also, in submitting meeting notes, the site required me to have a Google login to submit note via the Google Docs form. So, instead, I wrote the notes in MS Word and uploaded that file. Finally, the Web form for this checklist displays ""Fill in the * required fields and click the ""submit"" button."" But the form doesn't have a ""submit"" button; rather, it has a ""save"" button. (A ""submit"" button appears on the assignment page.)",Chicago,Commission,2019-02-09 18:25:42.978698+00
360,"It was interesting to hear that City Colleges is thinking about reinstating the drop clock, wherein students are automatically dropped from classes if they have not secured a way to pay by four weeks before the term begins. It's not huge news, but it could have a notable impact on students and on how tuition numbers should be interpreted. 

The most interesting parts of the meeting were the presentation on the City Colleges investment portfolio and the quarterly financial updates. The rest of the items were discussed briefly and were passed on to the consent agenda for the regular board meeting for actual approval. Still, since the consent agenda is voted on collectively unless a trustee requests otherwise, that was likely all the public discussion those items will get.",Chicago,Committee on Finance and Administrative Services,2019-02-07 21:11:45.960882+00
359,"This is a good example of a meeting that simply attending is not very informative, but could be very fruitful with slightly more aggressive Documenting.  Staff and board members zipped through their Rental Subsidy Program.  You had to follow on huge spreadsheet pages, which was very difficult to do while sitting on a chair away from the meeting table.  When the committee then went through their Multi-Family Affordable Upfront Investment (MAUI) program, they merely projected the relevant sections of their spreadsheet on the wall.  I spoke briefly with Thomas McNulty (the Board President), Annissa Lambirth-Garrett (the executive director), and Jason Sethen (the General Counsel), and they seemed accessible, though I was unable to get any of their email addresses, because they were heading off to a private meeting.  I asked Ms. Lambirth-Garrett for copies of the MAUI spreadsheet, which she agreed to email me (I uploaded it here).  Note that they had only like 1 copy of the agenda and the Rental Subsidy Program spreadsheet printout for the public, which I snatched up.  Ms. Lambirth-Garrett actually refused to give me copies until she let me into the meeting room only maybe 2 minutes before the meeting started.  My point is that I believe that would be possible for a Documenter to cultivate a relationship with these key members of the Trust Fund, and would then be able to report on the cases that they zip through really quickly during the meeting.  But I do not think it is worth it to live-tweet the meeting, unless have a live-tweeter is mainly a pretext for having two Documenters present.  [The only two members of the public present were both Documenters.]",Chicago,Allocations Committee,2019-02-07 19:37:24.450807+00
358,"This assignment was truly eye opening on Public Discourse of Community Engagement in Planning, TIFs, Developments in Chicago. Although there was overwhelming community, business and residential opposition to Lincoln Yards development, the quorum passed this Item without one dissension among Alderpersons. Lincoln Yards had issued a change in proposal only 5 days prior to hearing and that was a +100 page document. Other Items passed the same way. It was a marathon 5 hours of Open forum from the public. Many were against the Lincoln Yards development. Public comments felt there was no, or little community input or hearings. Labor Unions, contractors, in favor of LY and track record of SB for jobs. How will the Ed Burke and Solis legalities affect future development. How will the Live Entertainment venues be developed? Is Live Nation still on the table?",Chicago,Commission,2019-02-06 21:53:29.05804+00
357,"The meeting runs vary fast, and i had to request a copy of the agenda.",Chicago,Finance Committee,2019-02-06 21:46:21.072663+00
354,"I don't know if I'd call it ""strange or wrong,"" but the meeting itself was extremely short, in part because the finance committee chair didn't attend. Ms. Lambirth-Garrett told me that meetings are typically this length. Aside from Mr. Donner and the unnamed accountant on the phone, I think all the attendees were fund board members or staff.  Ms. Lambirth-Garrett told me that there are sometimes longer finance committee meetings when, e.g., new funding sources are found.  Last detail: I registered in advance and sent an email as well, but the secretarial staff still seemed pretty wary at first about letting me enter the office. Ms. Lambirth-Garrett, on the other hand, was very comfortable letting us document the meeting. She was also curious about how she might be able to make use of CB's resources.",Chicago,Finance Committee,2019-02-06 04:29:27.670989+00
350,"Most of the people in attendance seemed to be somehow connected to the Council. There didn't appear to be many, if any, members of the general public in attendance. They didn't go into the budget much but this seems like an important area for follow-up as well as the racial inequities of the Preserves.",Chicago,Next Century Conservation and Policy Council,2019-02-05 16:08:04.439059+00
348,"The experience was cancelled, so the live tweeting was made with the notes I took about the moment I got there until the moment I left. I tried to explain why it got cancelled and give a bit of context.",Chicago,District Advisory Committee,2019-01-30 22:39:13.945323+00
346,"The meeting started at 10:08 am and ended around 4:45 pm. A meeting agenda was made available to the public, but the presentation slides from the Department of Planning and Development were not. 

The Lincoln Yards development is obviously a huge flash point that will continue to be worth covering, but I also found the update to the Chicago River Corridor Design Guidelines interesting, as well as the update to the final tower of the 333 W. Wolf Point Plaza development. 

I added some time to the hours taken to complete because I continued responding to questions on Twitter after the end of the meeting.",Chicago,Commission,2019-01-25 02:29:42.106073+00
343,"Since most of the meeting was a closed session it was difficult to get enough information to write about in my notes, even with the report.",Chicago,Board of Directors,2019-01-24 17:22:00.092147+00
341,"What was wrong was that the meeting was rather disorganized.  One speaker did not realize she was not a member of the Commission!  And there was no quorum, so also no roll call or introductions. So it was very difficult to tell who was who.   It did not help that there was a very long security line to get to the elevator which I stood in for over 10 minutes before a security person told us that if we were not here for the lottery we did not have to stand in line!  Also, all the talk was about process, such as speculating about the process by which they would learn the rules that would govern the Commissions efforts.",Chicago,Complete Count Commission,2019-01-23 16:28:38.456615+00
340,"- Not including the 7 sitting commissioners and (5) on the phone, there were an additional estimated 9-12 people in attendance at the meeting (I didn't get an exact head count).
- Minutes from the last meeting were only available as a draft to the commission members. 
-  What seemed strange or amiss, aside from technical trouble looping in phone- attendees, was that no roll call for attendance occurred (per the agenda), and the issue of required quorum (members in attendance) came up repetitively for handling issues collectively. Despite this, it was later clarified by Jeanine Stroger, and Mary (another commissioner).
-The amount of the second grant (affiliated with Forefront, rather than the ICCC, seemed inconsistent with the actual amount posted on Forefront’s site which states $1.5 million, although Mary stated $2.5 million in the meeting.",Chicago,Complete Count Commission,2019-01-23 04:51:22.183661+00
339,"While most officials were attentive, some were talking amongst themselves for much of the proceedings. Ald. Joe Moreno, in particular, was walking around and chatting with various officials during much of the meeting.",Chicago,Committee on Finance,2019-01-22 23:46:41.493891+00
338,"I took the greenline out to Garfield Park and passed out flyers. Some people were interested, others not so much. 
However I was advised after I had almost completed task that there was no start time for meeting and would have to handwrite that on flyers. Due to time , weather inclement , was not able to get to Inspiration Kitchen (closed) or 347 Gallery. I let India know and she advised to go home after Garfield Park, which would not accept flyers of any kind if not Park District related/approved. Otherwise , fun!",Chicago,Street team: Garfield Park route,2019-01-20 20:39:23.61437+00
337,There are free coffee and donuts.  They are open to doing a workshop on their work.,Chicago,JAC Council Meeting,2019-01-20 00:02:42.379155+00
336,"When experiencing going to the Pete’s Market, customer service said that flyers have to be approved by “corporate”.",Chicago,Street Team: North Lawndale route,2019-01-19 19:27:11.994253+00
334,"Sitting in the media area in the chamber made it easier to see the speakers, but, frankly, harder to hear!  Overall, it was easier to follow from inside the chamber.",Chicago,"Committee on Zoning, Landmarks and Building Standards",2019-01-19 06:57:10.646413+00
332,"People responded well to explanation of what a community benefits agreement is. A staff member at Breakthrough said that Ms. Johnson, their employment coordinator, might be interested in learning more about the Documenters program. She wasn't in the office at the moment though. The cafe was closed but I left information inside the building where the cafe is located. I also left information at a convenience store on Kedzie. The flyers are missing the time so I had to write them in.",Chicago,Street Team: Green Line route,2019-01-18 18:05:38.793819+00
331,"As far as I could tell, the Onni Group development, which City Bureau was specifically interested in, was not on the agenda. 

Re: issues arising during the meeting that should be further covered by local media, the furtherance of the expansion of the Transit-Oriented Development Ordinance to include some bus corridors is certainly of note, and some of the developments will likely be interesting to media interested in development, transit, or hyperlocal coverage. 

Re: the question about whether the proceedings followed their stated agenda—the meeting covered the agenda items, but it often jumped around the four different documents theoretically for distinct parts of the agenda, which made it a bit hard to follow.",Chicago,"Committee on Zoning, Landmarks and Building Standards",2019-01-17 20:27:31.761606+00
328,"This meeting was very busy.  There was much public participation, most of it in favor of the proceedings.  To cover this meeting better in the future, the City Bureau notetaker should pick up the meeting packet beforehand and study some of the contents.",Chicago,"Committee on Zoning, Landmarks and Building Standards",2019-01-11 16:58:15.811365+00
327,"The meeting was incorrectly listed on their website as happening on Tuesday, January 9, and our scrapers picked it up as on Wednesday, but it was actually Tuesday, January 8.",Chicago,Local Panel Meeting,2019-01-11 02:59:22.311101+00
326,"The community meeting took place in a predominately Spanish-speaking community, so even with a lot of effort devoted to following the meeting agenda and using a headset translator, it was difficult for some of the English speakers to remain involved in proceedings.",Chicago,School Actions: Orozco Community Academy Community Meetings: Boundary Change,2019-01-10 20:57:09.505159+00
325,"Documentation was available on line but not at the meeting; see my notes.

Earphones were provided for English speakers since some of the commenting was en Espanol.  Presenters spoke bilingually.

No; outside of the lack of documentation offered at the meeting, everyone was helpful, even seemed excited that media were coming in to cover their school issues.",Chicago,School Actions: Orozco Community Academy Community Meetings: Boundary Change,2019-01-10 19:07:19.300749+00
324,"The Board keeps a detailed record of what it does, and its director, Steven Berlin, is very eager to guide the public to understand its activities.",Chicago,Board of Directors,2019-01-10 18:16:37.256588+00
323,"Posters for the libraries are handled by the branch manager. No problems with free events. Left some flyers outside of the metra stations and on parked cars. Had trouble uploading pics of Jeffery and Avalon Park libraries. Linked the images separately, but did nothing when I clicked submit after several tries. Can send via email if desired.",Chicago,Street Team: I-90/South Chicago route (car required),2019-01-10 04:10:06.601038+00
322,"You need to get buzzed into the Harvey YMCA as it's the Senior Living building. I was able to gain entry via front desk security. Community very interested in these and other civic engagement topics, as well as at the Harvey library.",Chicago,Street Team: Harvey route,2019-01-10 03:38:09.727419+00
321,"This meeting did not happen today.  No one showed up other than Megan (the City Bureau note-taker assigned to this meeting).  The website said ""Tuesday, January 9"" was the day of the meeting.  I called the Springfield office of the IL Labor Relations Board, and their receptionist informed me that the meeting was yesterday -- Tuesday, January 8.  Minutes won't be available until after the next meeting, after the board has approved those minutes.  I confirmed through the Labor Relations Board receptionist that the next meeting is Tuesday, February 5.  Then, I called India to explain what had happened, and that the meeting was not today.",Chicago,Local Panel Meeting,2019-01-09 17:01:19.747167+00
313,The board went into closed session but no one came out to tell us when it ended so that we could go back in the meeting.,Detroit,Detroit Prep Charter School Board,2018-12-29 19:37:11.392819+00
307,"I was asked to stop my live tweet a couple of times, my belongs were searched, I was questioned, I was asked to fill out a visitors form that listed my personal information and I witnessed a threat to an audience member. I can go into detail if necessary.",Detroit,Wayne County Community Colleges,2018-12-29 19:09:43.001742+00
304,"I just want to note that at first when I introduced myself as being with City Bureau a lot of the board and faculty members were concerned about where the information I was collecting was going. I assured them that the information wouldn't be made public without permission, I handed off the website so that they could stay informed and updated with the documenters project.",Detroit,MacDowell Preparatory Academy,2018-12-29 18:43:53.889076+00
299,"Everything was clear, place time. My first time at this location. I was familur with the area because I am a Detroiter. I was not sure of where to park or which entrance to use but I asked questions of the adults outside.",Detroit,Detroit Public Schools Community District,2018-12-29 18:10:49.277031+00
298,"I wrote a very extensive report.  Covering this Commission is a big job.  They cover some important matters that City Council goes on to rubber stamp.  While members of the audience were eager to speak to me, it was difficult to make contact with Commission members.  I introduced myself at the end to the Chair, Martin Cabrera, but he was not at all accessible. I am trying to learn more about accessing the many documents the Department of Planning and Development produce, but their website is oriented to applicants, not to the public.  I have tried to read the Public Relations officer of the Dept., but he has not returned my calls.",Chicago,Commission,2018-12-24 02:42:37.36914+00
